,Statement,Link,Date
13,Duterte urged to retract ‘red-tagging spree’ as DepEd revises K to 12 curriculum,https://mb.com.ph/2023/5/5/duterte-urged-to-retract-red-tagging-spree-as-dep-ed-revises-k-to-12-curriculum,2 hours ago
14,Some senators open to nuclear energy as potential solution to PH power woes ​,https://mb.com.ph/2023/5/5/some-senators-open-to-nuclear-energy-as-potential-solution-to-ph-power-woes,2 hours ago
15,Bilibid’s Covid-19 infection rises – BuCor,https://mb.com.ph/2023/5/5/bilibid-s-covid-19-infection-rises-bu-cor,2 hours ago
16,"Oil spill clean-up: 85.41% of affected shoreline in Pola, Or. Mindoro now cleared",https://mb.com.ph/2023/5/5/oil-spill-clean-up-85-41-of-affected-shoreline-in-pola-or-mindoro-now-cleared,2 hours ago
17,Olongapo mayor tells House panel why LGU won't pay P7.33-B debt to PSALM,https://mb.com.ph/2023/5/5/olongapo-mayor-tells-house-panel-why-lgu-won-t-pay-p7-33-b-debt-to-psalm-1,3 hours ago
18,‘Kadiwa’ generates over P6.4M in sales during Labor Day celeb – DOLE,https://mb.com.ph/2023/5/5/kadiwa-generates-over-p6-4-m-in-sales-during-labor-day-celeb-dole,3 hours ago
19,Gov't to pursue illegal drug trade syndicates --- PBBM,https://mb.com.ph/2023/5/5/marcos-on-illegal-drug-trade-we-will-go-after-syndicates,3 hours ago
20,"PDEA, PNP nab 4 suspects, dismantle drug den in Laguna buy-bust",https://mb.com.ph/2023/5/5/pdea-pnp-nab-4-suspects-dismantle-drug-den-in-laguna-buy-bust-1,3 hours ago
21,"Rep Teves, 2 sons ask DOJ to dismiss 'illegal possession' of firearms, explosives charges",https://mb.com.ph/2023/5/5/rep-teves-2-sons-ask-doj-to-dismiss-illegal-possession-of-firearms-explosives-charges,4 hours ago
22,Poe: Visayas power woes causing economic losses,https://mb.com.ph/2023/5/5/poe-visayas-power-woes-causing-economic-losses,4 hours ago
