,Statement,Link,Date
24,SRA open to possible probe on high sugar prices,https://www.gmanetwork.com/news/topstories/nation/868798/sra-open-to-possible-probe-on-high-sugar-prices/story/,"May 03, 2023"
25,"PNP to go after smoking, vaping minors",https://www.gmanetwork.com/news/topstories/nation/868789/pnp-to-go-after-smoking-vaping-minors/story/,"May 03, 2023"
26,France opposes actions that increase tensions in South China Sea,https://www.gmanetwork.com/news/topstories/nation/868783/france-opposes-actions-that-increase-tensions-in-south-china-sea/story/,"May 03, 2023"
27,"Philippines, US to form bilateral labor working group",https://www.gmanetwork.com/news/topstories/nation/868781/philippines-us-to-form-bilateral-labor-working-group/story/,"May 03, 2023"
28,"Marcoses meet US VP Harris, Second Gentleman",https://www.gmanetwork.com/news/topstories/nation/868778/marcoses-meet-us-vp-harris-second-gentleman/story/,"May 03, 2023"
29,Marcos ‘as concerned as you could be' over China provocation,https://www.gmanetwork.com/news/topstories/nation/868775/marcos-as-concerned-as-you-could-be-over-china-provocation/story/,"May 02, 2023"
30,‘Fire and Rescue Village’ opens in Bacoor City,https://www.gmanetwork.com/news/topstories/nation/868755/fire-and-rescue-village-opens-in-bacoor-city/story/,"May 02, 2023"
31,5 senior PNP officials designated to new posts,https://www.gmanetwork.com/news/topstories/nation/868739/5-senior-pnp-officials-designated-to-new-posts/story/,"May 02, 2023"
32,MIAA GM Chiong on preventive suspension due to ‘anonymous’ complaint,https://www.gmanetwork.com/news/topstories/nation/868744/miaa-gm-chiong-on-preventive-suspension-due-to-anonymous-complaint/story/,"May 02, 2023"
33,Two trafficking victims in Myanmar now back in Philippines — BI,https://www.gmanetwork.com/news/topstories/nation/868979/two-trafficking-victims-in-myanmar-now-back-in-philippines-bi/story/,"May 04, 2023"
34,"OVP: Japan offering more jobs to 
Filipinos",https://www.gmanetwork.com/news/topstories/nation/868976/ovp-japan-offering-more-jobs-to-filipinos/story/,"May 04, 2023"
35,"BuCor requires face masks, antigen tests amid COVID-19 cases",https://www.gmanetwork.com/news/topstories/nation/868969/bucor-requires-face-masks-antigen-tests-amid-covid-19-cases/story/,"May 04, 2023"
36,DA-BFAR: Mitigating measures in place to ensure enough fish supply amid El Niño threat,https://www.gmanetwork.com/news/topstories/nation/868965/da-bfar-mitigating-measures-in-place-to-ensure-enough-fish-supply-amid-el-nino-threat/story/,"May 04, 2023"
37,"DOLE: 200,000 first time jobseekers availed of free documentary requirements assistance",https://www.gmanetwork.com/news/topstories/nation/868958/dole-200-000-first-time-jobseekers-availed-of-free-documentary-requirements-assistance/story/,"May 04, 2023"
38,"Marcos, US senators tackle defense, economic cooperation, agriculture in Washington meeting",https://www.gmanetwork.com/news/topstories/nation/868953/marcos-us-senators-tackle-defense-economic-cooperation-agriculture-in-washington-meeting/story/,"May 04, 2023"
39,PH improves to 132nd place in 2023 Press Freedom Index,https://www.gmanetwork.com/news/topstories/nation/868935/ph-improves-to-132nd-place-in-2023-press-freedom-index/story/,"May 04, 2023"
40,56% of Pinoy SIM owners registered as of March 2023 —SWS,https://www.gmanetwork.com/news/topstories/nation/868932/56-of-pinoy-sim-owners-registered-as-of-march-2023-sws/story/,"May 04, 2023"
41,"Philippines, US to expand maritime cooperation but not limited to joint patrols",https://www.gmanetwork.com/news/topstories/nation/868921/philippines-us-to-expand-maritime-cooperation-but-not-limited-to-joint-patrols/story/,"May 04, 2023"
42,"Austin to Marcos: We have your back in South China Sea, elsewhere in region",https://www.gmanetwork.com/news/topstories/nation/868916/austin-to-marcos-we-have-your-back-in-south-china-sea-elsewhere/story/,"May 04, 2023"
43,"Marcos meets Austin, attends full honors ceremony at Pentagon",https://www.gmanetwork.com/news/topstories/nation/868910/marcos-meets-us-defense-chief-austin-attends-military-honors-ceremony-at-pentagon/story/,"May 03, 2023"
44,COVID-19 positivity rate in NCR climbs to 19.7% —OCTA,https://www.gmanetwork.com/news/topstories/nation/868897/covid-19-positivity-rate-in-ncr-climbs-to-19-7-octa/story/,"May 03, 2023"
45,"PH posts 867 fresh COVID-19 infections; active cases rise to 7,565",https://www.gmanetwork.com/news/topstories/nation/868883/ph-posts-867-fresh-covid-19-infections-active-cases-rise-to-7-565/story/,"May 03, 2023"
46,"Bill seeking refund for bad telco, internet service filed in Senate",https://www.gmanetwork.com/news/topstories/nation/868872/bill-seeking-refund-for-bad-telco-internet-service-filed-in-senate/story/,"May 03, 2023"
47,Metro Manila’s COVID-19 positivity rate jumps to 18.8% —OCTA,https://www.gmanetwork.com/news/topstories/nation/868864/metro-manila-s-covid-19-positivity-rate-jumps-to-18-8-octa/story/,"May 03, 2023"
48,MIAA: Contingencies in place for ‘unadvised’ passengers on May 17 airspace shutdown,https://www.gmanetwork.com/news/topstories/nation/868857/miaa-contingencies-in-place-for-unadvised-passengers-on-may-17-airspace-shutdown/story/,"May 03, 2023"
49,"US, South Korea ink partnership to boost PH’s climate resilience",https://www.gmanetwork.com/news/topstories/nation/868849/us-south-korea-ink-partnership-to-boost-ph-s-climate-resilience/story/,"May 03, 2023"
50,Zubiri on NAIA mess: Fix airport issues or let foreigners manage,https://www.gmanetwork.com/news/topstories/nation/868847/zubiri-on-naia-mess-fix-airport-issues-or-let-foreigners-manage/story/,"May 03, 2023"
51,Senate committed to pass minimum wage hike bill before sine die adjournment — Zubiri,https://www.gmanetwork.com/news/topstories/nation/868844/senate-committed-to-pass-minimum-wage-hike-bill-before-sine-die-adjournment-zubiri/story/,"May 03, 2023"
52,Bryan Co designated as MIAA OIC after GM Chiong placed under preventive suspension,https://www.gmanetwork.com/news/topstories/nation/868823/bryan-co-designated-as-miaa-oic-after-gm-chiong-placed-under-preventive-suspension/story/,"May 03, 2023"
53,NWRB cuts water allocation for irrigation,https://www.gmanetwork.com/news/topstories/nation/868815/nwrb-cuts-water-allocation-for-irrigation/story/,"May 03, 2023"
54,5 fratmen linked to Salilig hazing filed petition for bail — prosecutors,https://www.gmanetwork.com/news/topstories/nation/868813/5-fratmen-linked-to-salilig-hazing-file-petition-for-bail-prosecutors/story/,"May 03, 2023"
55,Marcos: No sector that wasn't touched by PH-US partnership,https://www.gmanetwork.com/news/topstories/nation/868803/marcos-no-sector-that-wasn-t-touched-by-ph-us-partnership/story/,"May 03, 2023"
56,"OPAPRU, DSWD to give P100K cash aid to each ex-MILF combatant",https://www.gmanetwork.com/news/topstories/nation/868801/opapru-dswd-to-give-p100k-cash-aid-to-each-ex-milf-combatant/story/,"May 03, 2023"
57,Flights delayed amid adjustment in Philippine radar system,https://www.gmanetwork.com/news/topstories/nation/868794/flights-delayed-amid-adjustment-in-philippine-radar-system/story/,"May 03, 2023"
58,Panel recommends admin charges vs. 4 senior PNP officials over alleged drug links,https://www.gmanetwork.com/news/topstories/nation/868791/panel-recommends-charges-vs-4-senior-pnp-officials-over-alleged-drug-links/story/,"May 03, 2023"
59,USAID to give $8 million to support global health security in PH,https://www.gmanetwork.com/news/topstories/nation/868782/usaid-to-give-8-million-to-support-global-health-security-in-philippines/story/,"May 03, 2023"
60,"US working with communities to show value of EDCA sites, says White House",https://www.gmanetwork.com/news/topstories/nation/868779/us-working-with-communities-to-show-value-of-edca-sites-says-white-house/story/,"May 03, 2023"
61,US to transfer more assets to AFP,https://www.gmanetwork.com/news/topstories/nation/868776/us-to-transfer-more-assets-to-afp/story/,"May 03, 2023"
62,Marcos cites ‘turbulent times’ in PH-US ties but says friendship won,https://www.gmanetwork.com/news/topstories/nation/868773/marcos-cites-turbulent-times-in-ph-us-ties-but-says-friendship-won/story/,"May 02, 2023"
63,"DOH logs 843 new COVID-19 cases; active tally climbs to 7,037",https://www.gmanetwork.com/news/topstories/nation/868754/doh-logs-843-new-covid-19-cases-active-tally-climbs-to-7-037/story/,"May 02, 2023"
64,Key security policy document between PH and US to be released Wednesday - diplomat,https://www.gmanetwork.com/news/topstories/nation/868750/key-security-policy-document-between-ph-and-us-to-be-released-wednesday-diplomat/story/,"May 02, 2023"
65,State-run PTV’s YouTube account ‘compromised’,https://www.gmanetwork.com/news/topstories/nation/868730/state-run-ptv-s-youtube-account-compromised/story/,"May 02, 2023"
