,Statement,Link,Date
29,"Pro-OFW solon reacts to America's hiring of 75,000 Pinoy seamen",https://mb.com.ph/2023/5/3/pro-ofw-solon-reacts-to-america-s-hiring-of-75-000-pinoy-seamen,10 hours ago
30,New lawyers should register with IBP,https://mb.com.ph/2023/5/3/new-lawyers-should-register-with-ibp,10 hours ago
31,"Prioritize developing a thriving national innovation system, Legarda tells gov’t",https://mb.com.ph/2023/5/3/prioritize-developing-a-thriving-national-innovation-system-legarda-tells-gov-t,10 hours ago
32,"US, SoKor boost PH climate change programs",https://mb.com.ph/2023/5/3/us-so-kor-to-help-ph-vs-climate-change,10 hours ago
33,"Robin: PH press freedom remains under threat due to disinformation, fake news",https://mb.com.ph/2023/5/3/robin-ph-press-freedom-remains-under-threat-due-to-disinformation-fake-news,10 hours ago
34,UPCA 2023 results are out,https://mb.com.ph/2023/5/3/upca-2023-results-are-out-1,10 hours ago
35,Villar is Gawad Agila's 'Most Trusted Public Servant of the Year',https://mb.com.ph/2023/5/3/villar-is-gawad-agila-s-most-trusted-public-servant-of-the-year,10 hours ago
36,UP Diliman leads top 100 best universities in PH list,https://mb.com.ph/2023/5/3/up-diliman-leads-top-100-best-universities-in-ph-list-1,10 hours ago
37,"House to thank OFWs by giving Pinoys a brighter future, says Romualdez",https://mb.com.ph/2023/5/3/house-to-thank-of-ws-by-working-with-marcos-admin-to-give-pinoys-a-brighter-future,11 hours ago
38,DSWD opens applications for government internship program,https://mb.com.ph/2023/5/3/dswd-opens-applications-for-government-internship-program,11 hours ago
39,BOC exceeds April 2023 collection target,https://mb.com.ph/2023/5/3/boc-exceeds-april-2023-collection-target,11 hours ago
40,"Bong Go urges China to stop all forms of bullying, encroachment in the West PH Sea",https://mb.com.ph/2023/5/3/bong-go-urges-china-to-stop-all-forms-of-bullying-encroachment-in-the-west-ph-sea-1,11 hours ago
41,Water allocation cut for irrigation to start May 10- NWRB,https://mb.com.ph/2023/5/3/water-allocation-cut-for-irrigation-to-start-may-10-nwrb,12 hours ago
42,SC on anti-terrorism cases: Protect public but respect human rights,https://mb.com.ph/2023/5/3/sc-on-anti-terrorism-cases-protect-public-but-respect-human-rights,12 hours ago
43,Pimentel seeks Senate probe into delayed release of national IDs,https://mb.com.ph/2023/5/3/pimentel-seeks-senate-probe-into-delayed-release-of-national-i-ds,12 hours ago
44,LPA in Mindanao could become a tropical depression — PAGASA,https://mb.com.ph/2023/5/3/lpa-in-mindanao-could-become-a-tropical-depression-pagasa,12 hours ago
45,Tulfo announces probe on power generation firms' 'greedy' practices ​,https://mb.com.ph/2023/5/3/tulfo-announces-probe-on-power-generation-firms-greedy-practices,12 hours ago
46,Rodriguez calls China a 'frenemy'; says even Digong got fed up,https://mb.com.ph/2023/5/3/rodriguez-calls-china-a-frenemy-says-even-digong-got-fed-up,12 hours ago
47,Malay cops go green with the use of 6 e-trikes in Boracay police patrol,https://mb.com.ph/2023/5/3/malay-cops-go-green-with-the-use-of-6-e-trikes-in-boracay-police-patrol,12 hours ago
48,"Senate bill seeks automatic refund for telco, ISP service interruptions",https://mb.com.ph/2023/5/3/senate-bill-seeks-automatic-refund-for-telco-isp-service-interruptions,12 hours ago
49,"Poe seeks probe, long-term solutions to Panay Island brownouts",https://mb.com.ph/2023/5/3/poe-seeks-probe-long-term-solutions-to-panay-island-brownouts,13 hours ago
50,"US solar firm seeks PH expansion: $900M investment, 3k jobs",https://mb.com.ph/2023/5/3/us-based-solar-firm-to-expand-in-ph-with-900-m-investment-3k-jobs,13 hours ago
51,Poe faults MIAA for power outages,https://mb.com.ph/2023/5/3/poe-faults-miaa-for-power-outages,13 hours ago
52,Mimaropa cops donate over P1.2M cash to oil spill-affected families in Or Mindoro town,https://mb.com.ph/2023/5/3/mimaropa-cops-donate-over-p1-2-m-cash-to-oil-spill-affected-families-in-oriental-mindoro-town,13 hours ago
53,This House leader calls for 'complete check-up' of NAIA,https://mb.com.ph/2023/5/3/this-house-leader-calls-for-complete-check-up-of-naia,13 hours ago
54,BI nabs American wanted for alleged financial fraud,https://mb.com.ph/2023/5/3/bi-nabs-american-wanted-for-alleged-financial-fraud,13 hours ago
55,DPWH warns vs illegal solicitations,https://mb.com.ph/2023/5/3/dpwh-warns-vs-illegal-solicitation,13 hours ago
56,"US firms set to hire 75,000 Pinoy seafarers",https://mb.com.ph/2023/5/3/us-firms-want-to-employ-75-000-pinoy-seafarers,13 hours ago
57,"Vaccine maker, BPO firm mull PH expansion",https://mb.com.ph/2023/5/3/int-l-vaccine-maker-bpo-firm-mull-expansion-to-ph,13 hours ago
58,Marcos keen on nuclear fuel technology use vs PH power crisis,https://mb.com.ph/2023/5/3/marcos-keen-on-micro-nuclear-fuel-technology-to-end-power-crisis,13 hours ago
59,"China must respect int'l law, arbitral ruling to minimize incidents in SCS --- US official",https://mb.com.ph/2023/5/3/china-must-respect-int-l-law-arbitral-ruling-to-avoid-another-near-collision-in-scs-us-official,13 hours ago
60,"PBBM gets P800-M pledge; 1,500 new jobs eyed in medical BPO",https://mb.com.ph/2023/5/3/ph-gains-p800-m-investment-pledge-in-medical-bpo,13 hours ago
61,"Romualdez confident Marcos can score gains in energy security, nuclear plans during US trip",https://mb.com.ph/2023/5/3/romualdez-confident-marcos-can-score-gains-in-energy-security-nuclear-plans-during-us-trip,14 hours ago
62,"Lunar eclipse, meteor shower to illuminate PH skies this weekend",https://mb.com.ph/2023/5/3/lunar-eclipse-meteor-shower-to-illuminate-ph-skies-this-weekend,14 hours ago
63,"Zubiri urges DOE, NGCP to step up and solve Western Visayas blackouts",https://mb.com.ph/2023/5/3/zubiri-urges-doe-ngcp-to-step-up-and-solve-western-visayas-blackouts,15 hours ago
64,Feast of Saints Philip and James on May 3,https://mb.com.ph/2023/5/3/feast-of-saints-philip-and-james-on-may-3,15 hours ago
65,Go renews call for Filipinos not to be complacent vs Covid-19,https://mb.com.ph/2023/5/3/go-renews-call-for-filipinos-not-to-be-complacent-vs-covid-19,15 hours ago
66,Cayetano vows to continue pushing for P10K ‘ayuda’ bill,https://mb.com.ph/2023/5/3/cayetano-vows-to-continue-pushing-for-p10-k-ayuda-bill,15 hours ago
67,"Scattered rains, thunderstorms to persist over several parts of PH",https://mb.com.ph/2023/5/3/scattered-rains-thunderstorms-to-persist-over-several-parts-of-ph,15 hours ago
68,Tolentino: Possible deal with US nuclear firm will help address PH’s energy woes,https://mb.com.ph/2023/5/3/tolentino-possible-deal-with-us-nuclear-firm-will-help-address-ph-s-energy-woes,15 hours ago
69,US eyes $3B package to boost PH transport systems,https://mb.com.ph/2023/5/3/us-to-bolster-aid-to-ph-in-building-transport-systems,17 hours ago
70,Speaker Romualdez reacts to Marcos-Harris meeting in US,https://mb.com.ph/2023/5/2/speaker-romualdez-reacts-to-marcos-harris-meeting-in-us,18 hours ago
71,Marcos concerned over China's provocation in South China Sea,https://mb.com.ph/2023/5/2/marcos-concerned-over-china-s-provocation-in-south-china-sea,a day ago
72,"Pinoys in America are fundamental part of US, says Blinken",https://mb.com.ph/2023/5/2/pinoys-are-fundamental-part-of-us-says-us-exec,a day ago
73,Strong alliance key to navigating 'chaotic' int'l scene—Marcos,https://mb.com.ph/2023/5/2/strong-alliance-key-to-navigating-chaotic-int-l-scene-marcos,a day ago
74,No jackpot winners for PCSO major lotto games in May 2 evening draw,https://mb.com.ph/2023/5/2/no-jackpot-winners-for-pcso-major-lotto-games-in-may-2-evening-draw,a day ago
75,France opposes actions that increase tension in SCS,https://mb.com.ph/2023/5/2/france-opposes-actions-increasing-tension-in-scs,a day ago
76,"AI to render 'many jobs obsolete', Salceda warns; here's what should be done",https://mb.com.ph/2023/5/2/ai-to-render-many-jobs-obsolete-salceda-warns-here-s-what-should-be-done,a day ago
77,"Visayas, Mindanao, parts of Luzon to continue to have rains due to LPA, ITCZ",https://mb.com.ph/2023/5/2/visayas-mindanao-parts-of-luzon-to-continue-to-have-rains-due-to-lpa-itcz,a day ago
78,"US presidential trade mission to create more jobs for Pinoys, says Romualdez",https://mb.com.ph/2023/5/2/us-presidential-trade-mission-to-create-more-jobs-for-pinoys-says-romualdez,a day ago
79,Farmers to PH gov’t: Support organic farming,https://mb.com.ph/2023/5/2/farmers-to-ph-gov-t-support-organic-farming,a day ago
80,"DOH expects 390,000 doses of Covid-19 bivalent vaccines by the end of May",https://mb.com.ph/2023/5/2/doh-expects-390-000-doses-of-covid-19-bivalent-vaccines-by-the-end-of-may,a day ago
81,"Lapid, Tolentino OK with revival of mandatory face mask policy",https://mb.com.ph/2023/5/2/lapid-tolentino-ok-with-revival-of-mandatory-face-mask-policy,a day ago
82,MB Daily News Summary,https://mb.com.ph/2023/5/2/mb-daily-news-summary-40,a day ago
83,Cardinal Advincula cites virtues of patron of firemen,https://mb.com.ph/2023/5/2/cardinal-advincula-cites-virtues-of-patron-of-firemen,a day ago
84,"PAF, USAF jets take over PH skies for ‘Cope Thunder’",https://mb.com.ph/2023/5/2/paf-usaf-jets-take-over-ph-skies-for-cope-thunder,a day ago
85,Increase in Covid-19 cases far from figures during pandemic's height - DOH,https://mb.com.ph/2023/5/2/increase-in-covid-19-cases-far-from-figures-during-pandemic-s-height-doh,a day ago
86,NBI arrests ex-radio DJ for ‘sextortion’,https://mb.com.ph/2023/5/2/nbi-arrests-ex-radio-dj-for-sextortion,a day ago
87,"P10-M farm machinery, equipment provided to Ifugao farmers",https://mb.com.ph/2023/5/2/p10-m-farm-machinery-equipment-provided-to-ifugao-farmers,a day ago
88,"PH has 3,992 new lawyers",https://mb.com.ph/2023/5/2/ph-has-3-992-new-lawyers,a day ago
89,"PH airspace to be shut down on May 3, 17 for repair of air traffic system – CAAP",https://mb.com.ph/2023/5/2/ph-airspace-to-be-shut-down-on-may-3-17-for-repair-of-air-traffic-system-caap,a day ago
90,LOOK: Speaker Romualdez shakes hands with US President Biden,https://mb.com.ph/2023/5/2/look-speaker-romualdez-shakes-hands-with-us-president-biden,a day ago
91,"No need for return of face mask mandate, DOH says",https://mb.com.ph/2023/5/2/no-need-for-return-of-face-mask-mandate-doh-says,a day ago
92,'Anti-God': Bro Eddie wants to probe inclusion of LGBTQ-related topics in DepEd's draft curriculum,https://mb.com.ph/2023/5/2/anti-god-bro-eddie-wants-to-probe-inclusion-of-lgbtq-related-topics-in-dep-ed-s-draft-curriculum,a day ago
93,Villar pushes creation of special courts on anti-agricultural smuggling,https://mb.com.ph/2023/5/2/villar-pushes-creation-of-special-courts-on-anti-agricultural-smuggling,a day ago
94,Sandigan denies ex-QC mayor Bautista’s plea to dismiss graft charge,https://mb.com.ph/2023/5/2/sandigan-denies-ex-qc-mayor-bautista-s-plea-to-dismiss-graft-charge,a day ago
95,"UK, Canada stand behind PH in South China Sea dispute",https://mb.com.ph/2023/5/2/uk-canada-stand-behind-ph-in-south-china-sea-dispute,a day ago
96,"Make good governance 'viral' in bureaucracy, Cong Yamsuan tells GCG",https://mb.com.ph/2023/5/2/make-good-governance-viral-in-bureaucracy-cong-yamsuan-tells-gcg,a day ago
97,PAGASA raises El Niño Alert,https://mb.com.ph/2023/5/2/pagasa-raises-el-nino-alert,a day ago
98,"CHR supports DepEd’s blended, alternative learning modes to protect students",https://mb.com.ph/2023/5/2/chr-supports-dep-ed-s-blended-alternative-learning-modes-to-protect-students,a day ago
99,"Pro-, anti-Marcos groups greet PBBM in US capitol",https://mb.com.ph/2023/5/2/in-washington-the-pro-and-anti-marcos-met-and-trade-shots,a day ago
100,Ako Bicol solon pulls out all the stops for planned cruise ship port,https://mb.com.ph/2023/5/2/ako-bicol-solon-pulls-out-all-the-stops-for-planned-cruise-ship-port,a day ago
101,BI chief slams overseas job misinformation on social media,https://mb.com.ph/2023/5/2/bi-chief-slams-overseas-job-misinformation-on-social-media,a day ago
102,Mental health and psychosocial support spearheaded in Masbate schools,https://mb.com.ph/2023/5/2/mental-health-and-psychosocial-support-spearheaded-in-masbate-schools,2 days ago
103,"BI arrests 'undesirable' American, Indian visitors",https://mb.com.ph/2023/5/2/bi-arrests-undesirable-american-indian-visitors-1,2 days ago
104,"IBP to new lawyers: 'Uphold integrity, ethics of legal profession'",https://mb.com.ph/2023/5/2/ibp-to-new-lawyers-uphold-integrity-ethics-of-legal-profession,2 days ago
105,"What is a squall, the cause of Dream Keeper’s sinking in Palawan?",https://mb.com.ph/2023/5/2/what-is-a-squall-the-cause-of-dream-keeper-s-sinking-in-palawan,2 days ago
106,Marcos asks NGCP: Solve Visayas power crisis ASAP,https://mb.com.ph/2023/5/2/marcos-orders-ngcp-solve-visayas-power-crisis,2 days ago
107,Villafuerte hopes proposed WPS joint patrols would make headway during Marcos' US visit,https://mb.com.ph/2023/5/2/villafuerte-hopes-proposed-wps-joint-patrols-would-make-headway-during-marcos-us-visit,2 days ago
108,Marcos to Pinoys in US: You are valued members of American society,https://mb.com.ph/2023/5/2/marcos-to-pinoys-in-us-you-are-valued-members-of-american-society,2 days ago
109,US expected to send seven military assets to PH,https://mb.com.ph/2023/5/2/us-expected-to-send-seven-military-assets-to-ph-1,2 days ago
110,Biden to Marcos: 'I can’t think of any better partner than you',https://mb.com.ph/2023/5/2/biden-to-marcos-i-can-t-think-of-any-better-partner-than-you-1,2 days ago
111,"High-level exchanges, trade missions part of US’ commitment to PH",https://mb.com.ph/2023/5/2/high-level-exchanges-trade-missions-part-of-us-commitment-to-ph,2 days ago
112,PBBM witnesses signing of deal to bring 200 jobs to PH in EV bike building,https://mb.com.ph/2023/5/2/pbbm-witnesses-signing-of-deal-to-bring-200-jobs-to-ph-in-ev-bike-building,2 days ago
113,US nuclear power energy firm to invest in PH; will provide 430MW—Palace,https://mb.com.ph/2023/5/2/us-nuclear-power-energy-firm-to-invest-in-ph-will-provide-430-mw-palace,2 days ago
114,"PH, US to form ministerial team on agri cooperation",https://mb.com.ph/2023/5/2/ph-us-to-form-ministerial-team-on-agri-cooperation,2 days ago
115,Biden reaffirms US support to PH over attacks at sea,https://mb.com.ph/2023/5/2/biden-reaffirms-us-support-to-ph-over-attacks-at-sea,2 days ago
116,"Marcos' US visit has already produced benefits, says Romualdez",https://mb.com.ph/2023/5/2/marcos-us-visit-has-already-produced-benefits-says-romualdez,2 days ago
117,Abalos urges parents: Teach children to say no to drugs,https://mb.com.ph/2023/5/2/abalos-urges-parents-teach-children-to-say-no-to-drugs,2 days ago
118,"Scattered rain showers to affect Mindanao, parts of Visayas due to LPA, ITCZ",https://mb.com.ph/2023/5/2/scattered-rain-showers-to-affect-mindanao-parts-of-visayas-due-to-lpa-itcz,2 days ago
119,Devotees mark Feast of Saint Peregrine,https://mb.com.ph/2023/5/2/devotees-mark-feast-of-saint-peregrine-1,2 days ago
120,4 Luzon areas log ‘high’ positivity rates — OCTA,https://mb.com.ph/2023/5/2/4-luzon-areas-log-high-positivity-rates-octa,2 days ago
121,"LOOK: Cong Frasco takes boys to Lakers game, gets photo with LeBron James",https://mb.com.ph/2023/5/2/look-cong-frasco-takes-boys-to-lakers-game-gets-photo-with-le-bron-james,2 days ago
122,"Gatchalian to MIAA, DOTr: Pour all attention to details on NAIA power outage",https://mb.com.ph/2023/5/2/gatchalian-to-miaa-do-tr-pour-all-attention-to-details-on-naia-power-outage,2 days ago
123,"Amid migration fears, QC solon reiterates need to hike nurses' pay",https://mb.com.ph/2023/5/2/amid-migration-fears-qc-solon-reiterates-need-to-hike-nurses-pay,2 days ago
124,"Biden to send first-ever US presidential trade, investment mission to PH",https://mb.com.ph/2023/5/2/biden-to-send-first-presidential-trade-investment-mission-to-ph,2 days ago
125,"Marcos, Biden affirm 'ironclad' alliance during White House meet",https://mb.com.ph/2023/5/2/marcos-biden-affirm-ironclad-alliance-during-white-house-meet,2 days ago
126,Solon renews push for enactment of Magna Carta of Barangay Health Workers,https://mb.com.ph/2023/5/2/solon-renews-push-for-enactment-of-magna-carta-of-barangay-health-workers,2 days ago
127,"2022 Bar passers take oath, sign Roll of Attorneys at PICC starting 10 am May 2",https://mb.com.ph/2023/5/1/2022-bar-passers-take-oath-sign-roll-of-attorneys-at-picc-starting-10-am-may-2,2 days ago
128,"No jackpot winners for Grand, Mega Lotto in May 1 evening draw",https://mb.com.ph/2023/5/1/no-jackpot-winners-for-grand-mega-lotto-in-may-1-evening-draw,2 days ago
129,"PNP: Labor day protests, celebrations peaceful and orderly",https://mb.com.ph/2023/5/1/pnp-labor-day-protests-celebrations-peaceful-and-orderly,2 days ago
130,Heat index in Aparri reaches 44°C — PAGASA,https://mb.com.ph/2023/5/1/heat-index-in-aparri-reaches-44-c-pagasa,2 days ago
131,"DILG, BFP warn public as April fire incidents surge by nearly 40%",https://mb.com.ph/2023/5/1/dilg-bfp-warn-public-as-april-fire-incidents-surge-by-nearly-40,2 days ago
132,Biggest in PH history: BOC Zamboanga destroys P1.43B worth of smuggled cigarettes,https://mb.com.ph/2023/5/1/biggest-in-ph-history-boc-zamboanga-destroys-p1-43-b-smuggled-cigarettes,2 days ago
133,"PH Red Cross joins DOH’s measles-rubella, polio vaccination campaign",https://mb.com.ph/2023/5/1/ph-red-cross-joins-doh-s-measles-rubella-polio-vaccination-campaign,2 days ago
134,Bishop Bendico celebrates farewell mass,https://mb.com.ph/2023/5/1/bishop-bendico-celebrates-farewell-mass,2 days ago
135,"PBBM should recall ambassador to Beijing over Ayungin near-collision, solon says",https://mb.com.ph/2023/5/1/pbbm-should-recall-ambassador-to-beijing-over-ayungin-near-collision-solon-says,2 days ago
136,"Zubiri: Senate to pursue wage hike, other laws advancing Filipino workers' rights",https://mb.com.ph/2023/5/1/zubiri-senate-to-pursue-wage-hike-other-laws-advancing-filipino-workers-rights-1,2 days ago
137,"Tolentino wants clearer definition of PH territory, inclusion of cyber-attack provision in PH-US MDT",https://mb.com.ph/2023/5/1/tolentino-wants-clearer-definition-of-ph-territory-inclusion-of-cyber-attack-provision-in-ph-us-mdt,2 days ago
138,Pimentel backs proposed legislated wage hike,https://mb.com.ph/2023/5/1/pimentel-backs-proposed-legislated-wage-hike-1,2 days ago
139,"Binay: PH travel now becoming an unpleasant, frustrating experience for travelers",https://mb.com.ph/2023/5/1/binay-ph-travel-now-becoming-an-unpleasant-frustrating-experience-for-travelers,2 days ago
140,"Tulfo: Rotational brownouts might continue to pester Panay, Negros in the coming days",https://mb.com.ph/2023/5/1/tulfo-rotational-brownouts-might-continue-to-pester-panay-negros-in-the-coming-days-1,2 days ago
141,Senators slam NAIA power outage,https://mb.com.ph/2023/5/1/senators-slam-naia-power-outage-1,2 days ago
142,LPA spotted east of Mindanao — PAGASA,https://mb.com.ph/2023/5/1/lpa-spotted-east-of-mindanao-pagasa,2 days ago
143,MB Daily News Summary,https://mb.com.ph/2023/5/1/mb-daily-news-summary-39,2 days ago
144,"DOLE reviews 10 wage hike petitions in NCR, 3 other regions; P1.8B assistance distributed on Labor Day",https://mb.com.ph/2023/5/1/dole-reviews-10-wage-hike-petitions-in-ncr-3-other-regions-p1-8-b-assistance-distributed-on-labor-day,2 days ago
145,"DOTr eyes full NAIA electrical system audit after power outage cancels, delays flights anew",https://mb.com.ph/2023/5/1/do-tr-eyes-full-audit-of-naia-electrical-system-after-power-outage-cancels-delays-flights-anew,2 days ago
146,On Labor Day: PhilHealth reminds employers to remit workers' premiums on time,https://mb.com.ph/2023/5/1/on-labor-day-phil-health-reminds-employers-to-remit-workers-premiums-on-time,2 days ago
147,Solon: Marcos gov’t should rechannel NTF-ELCAC funds to fuel subsidies for Occidental Mindoro,https://mb.com.ph/2023/5/1/solon-marcos-gov-t-should-rechannel-ntf-elcac-funds-to-fuel-subsidies-for-occidental-mindoro,2 days ago
148,Sec Remulla pays tribute to Filipino workers,https://mb.com.ph/2023/5/1/sec-remulla-pays-tribute-to-filipino-workers,2 days ago
149,Mt. Kanlaon records highest sulfur dioxide emission for this year,https://mb.com.ph/2023/5/1/mt-kanlaon-records-highest-sulfur-dioxide-emission-for-this-year,2 days ago
150,Sandigan affirms conviction of ex-Cebu town treasurer,https://mb.com.ph/2023/5/1/sandigan-affirms-conviction-of-ex-cebu-town-treasurer,2 days ago
151,BI nabs foreigner wanted in Korea,https://mb.com.ph/2023/5/1/bi-nabs-foreigner-wanted-in-korea,3 days ago
152,"Rebate for all 'lifeline' customers in effect on May billing, Maynilad says",https://mb.com.ph/2023/5/1/rebate-for-all-lifeline-customers-in-effect-on-may-billing-maynilad-says,3 days ago
153,"Makati City, Taguig City urged to iron out ‘smooth transition’ to enforce SC’s final ruling on land dispute",https://mb.com.ph/2023/5/1/makati-city-taguig-city-urged-to-iron-out-smooth-transition-to-enforce-sc-s-final-ruling-on-land-dispute,3 days ago
154,PCG prepares for contingency as oil sheen spotted at yacht sinking site near Tubbataha,https://mb.com.ph/2023/5/1/pcg-prepares-for-contingency-as-oil-sheen-spotted-at-yacht-sinking-site-near-tubbataha,3 days ago
155,PNP prioritizes deployment of cops to crime-prone barangays,https://mb.com.ph/2023/5/1/pnp-prioritizes-deployment-of-cops-to-crime-prone-barangays,3 days ago
156,"Group backs local production of e-vehicles, incentives for e-motorcycles",https://mb.com.ph/2023/5/1/group-backs-local-production-of-e-vehicles-incentives-for-e-motorcycles,3 days ago
157,PhilHealth to roll out expanded benefits for members,https://mb.com.ph/2023/5/1/phil-health-to-roll-out-expanded-benefits-for-members,3 days ago
158,BuCor has 256 applicants to posts of corrections officer in Iwahig Prison,https://mb.com.ph/2023/5/1/bu-cor-has-256-applicants-to-posts-of-corrections-officer-in-iwahig-prison,3 days ago
159,COA cites Tacurong City’s Covid-19 vaccination program,https://mb.com.ph/2023/5/1/coa-cites-tacurong-city-s-covid-19-vaccination-program,3 days ago
160,House backs PBBM’s bid to boost PH-US ties for peace in the Indo-Pacific region—Romualdez,https://mb.com.ph/2023/5/1/house-backs-pbbm-s-bid-to-boost-ph-us-ties-for-peace-in-the-indo-pacific-region-romualdez,3 days ago
161,PBBM: Provide aid to passengers affected by NAIA power outage,https://mb.com.ph/2023/5/1/pbbm-provide-aid-to-passengers-affected-by-naia-power-outage,3 days ago
162,Mega Lotto jackpot reaches P158M before May 1 evening draw,https://mb.com.ph/2023/5/1/mega-lotto-jackpot-reaches-p158-m-before-may-1-evening-draw,3 days ago
163,Romualdez: House to pursue laws promoting Filipino workers' welfare,https://mb.com.ph/2023/5/1/romualdez-house-to-pursue-laws-promoting-filipino-workers-welfare,3 days ago
164,Prepare Pinoy youth for quality jobs --- VP Duterte,https://mb.com.ph/2023/5/1/duterte-vows-to-boost-ph-education-system-for-youth-to-have-quality-jobs,3 days ago
165,Bong Go urges DOTr to help LTO resolve license plates shortage,https://mb.com.ph/2023/5/1/bong-go-urges-do-tr-to-help-lto-resolve-license-plates-shortage,3 days ago
